datetime,city,latitude,longitude,temperature_celsius,humidity_pct,pressure_hpa,wind_speed_ms,visibility,rain,clouds,weather_condition,weather_description
2024-01-02 21:07:16+03,Narok,-1.08754,35.87706,10.47,30,1078,13.95,4571,0.73,40,thunderstorms,cloudy
2023-12-05 15:19:26+03,Siaya,-0.09982,34.27470,32.28,58,1006,6.42,4570,0.69,76,clouds,thunderstorms
2023-11-17 10:40:44+03,Kakamega,0.28273,34.75186,11.37,28,943,15.31,17107,0.36,96,thunderstorms,thunderstorms with light rains
2023-11-26 04:18:18+03,Busia,0.46077,34.11146,23.91,15,872,10.54,2643,0.64,84,drizzle,foggy
2023-11-27 15:49:27+03,Rongai,-1.39386,36.74424,33.38,80,891,7.86,220,0.8,46,clouds,stormy
2024-01-12 04:01:21+03,Kapenguria,1.24819,35.11037,30.54,65,1084,11.29,8099,0.57,34,snow,windy
2024-01-25 04:35:25+03,Eldoret,0.51428,35.26978,11.45,74,922,6.34,3705,0.77,62,clouds,hazy
2023-11-15 20:10:58+03,Bungoma,0.56953,34.55838,17.37,29,1053,3.78,4801,0.31,59,clouds,hazy
2023-12-30 05:48:26+03,Maralal,1.09314,36.70183,24.85,47,931,16.51,4435,0.96,63,snow,cloudy
2023-12-29 23:02:23+03,Londiani,-0.16347,35.59314,10,82,1008,4.15,8770,0.07,58,rain,thunderstorms with light rains
2023-11-05 14:47:34+03,Narok,-1.08754,35.87706,28.24,8,1081,18.55,15697,0.98,34,thunderstorms,heavy snow
2023-12-17 19:50:54+03,Eldama Ravine,0.05304,35.72977,17.72,3,1081,12.56,1264,0.38,9,rain,stormy
2023-11-18 06:16:58+03,Kitui,-1.37508,37.99521,24.84,78,918,2.57,17405,0.64,79,thunderstorms,snowy
2023-12-15 00:38:59+03,Naivasha,-0.71718,36.43103,38.66,43,881,9.55,5904,0.37,22,snow,hazy
2023-11-17 22:43:29+03,Chepareria,1.30811,35.20660,27.09,16,934,0.98,11256,0.96,10,clouds,foggy
2024-01-19 19:07:35+03,Kabarnet,0.49011,35.74342,27.56,65,913,15.86,10469,0.65,31,rain,thunderstorms with light rains
2023-11-08 05:01:42+03,Meru,0.05147,37.64560,37.37,15,952,8.7,5116,0.38,82,clouds,heavy snow
2024-01-19 21:10:09+03,Narok,-1.08754,35.87706,32.91,42,874,7.96,9448,0.27,69,drizzle,stormy
2024-01-23 01:21:51+03,Karuri,-0.71344,37.03735,19.19,88,951,18.75,3913,0.01,18,thunderstorms,windy
2023-11-24 16:52:04+03,Lodwar,3.11552,35.60408,25.26,26,1012,3.66,6533,0.49,44,thunderstorms,moderate rain
2024-01-17 15:59:04+03,Kisumu,-0.09170,34.76796,31.3,94,979,18.41,7803,0.88,42,clouds,foggy
2023-11-28 05:58:34+03,Eldoret,0.51428,35.26978,38.72,83,947,15.96,12467,0.53,39,clear,moderate rain
2023-12-20 04:46:29+03,Isiolo,0.35564,37.58331,19.2,30,961,13.14,18829,0.68,45,clouds,sunny
2024-01-08 02:15:15+03,Garissa,-0.45323,39.64610,12.36,15,928,16.45,9067,0.55,33,drizzle,foggy
2023-12-25 11:23:57+03,Kitale,1.01909,35.00230,37.02,64,1072,7.17,666,0.49,100,snow,thunderstorms
2023-12-08 11:48:31+03,Kisii,-0.67733,34.77960,18.2,97,932,12.33,13734,0.7,56,thunderstorms,thunderstorms with light rains
2023-12-10 19:35:38+03,Homa Bay,-0.53504,34.45310,33.13,97,1018,12.49,15471,0.15,6,thunderstorms,windy
2023-11-20 11:44:16+03,Naivasha,-0.71718,36.43103,33.58,32,877,18.49,18909,0.22,72,drizzle,hazy
2023-12-20 09:29:14+03,Busia,0.46077,34.11146,16.73,93,1032,13.33,4262,0.08,8,rain,moderate rain
2023-11-13 04:09:58+03,Lamu,-2.26956,40.90064,21.72,99,951,14.3,8874,0.21,93,clouds,stormy
2024-01-06 18:52:00+03,Kajiado,-2.09808,36.78195,10.84,82,1084,14.67,11570,0.96,55,drizzle,snowy
2023-11-09 21:08:39+03,Molo,-0.24884,35.73237,16.92,10,1007,6.91,19282,0.55,18,thunderstorms,thunderstorms
2024-01-24 21:53:06+03,Pumwani,-1.28166,36.84588,35.41,44,970,6.98,18623,0.02,44,clear,thunderstorms
2023-11-14 21:14:19+03,Malaba,0.63621,34.27828,14.22,91,1075,12.38,5616,0.19,75,rain,stormy
2024-01-04 08:00:03+03,Nyahururu,0.03516,36.36429,11.18,63,939,13.87,619,0.61,27,drizzle,partly cloudy
2023-11-12 05:09:05+03,Busia,0.46077,34.11146,37.92,34,1070,15.48,8291,0.98,94,clouds,cloudy
2023-11-28 16:29:36+03,Nakuru,-0.30310,36.08003,11.48,64,978,18.47,11776,0.38,83,snow,foggy
2023-11-28 06:21:53+03,Busia,0.46077,34.11146,35.47,83,874,3.53,4643,0.7,80,snow,foggy
2023-11-12 15:12:19+03,Nakuru,-0.30310,36.08003,13.1,24,926,11.5,11417,0.38,47,drizzle,stormy
2024-01-22 03:32:47+03,Wajir,1.74884,40.05863,30.25,92,1045,1.64,19640,0.65,73,rain,snowy
2023-12-21 05:14:54+03,Chepareria,1.30811,35.20660,31.28,5,887,0.71,18645,0.54,94,rain,thunderstorms with light rains
2023-12-12 03:20:17+03,Nakuru,-0.30310,36.08003,21.09,96,906,0.19,2044,0.88,36,snow,thunderstorms
2024-01-21 20:48:42+03,Siaya,-0.09982,34.27470,31.4,46,954,15.26,11433,0.3,27,clouds,foggy
2023-11-21 11:20:41+03,Maralal,1.09314,36.70183,39.25,7,932,0.33,19000,0.76,48,snow,thunderstorms
2023-11-19 12:17:03+03,Chepareria,1.30811,35.20660,10.81,23,885,16.12,4992,0.63,49,drizzle,moderate rain
2024-01-15 08:58:48+03,Isiolo,0.35564,37.58331,23.91,94,930,4.65,2821,0.19,23,rain,stormy
2023-11-03 20:46:28+03,Siaya,-0.09982,34.27470,27.03,30,909,10.42,17450,0.1,40,rain,cloudy
2024-01-20 11:25:35+03,Bungoma,0.56953,34.55838,19.15,61,938,19.08,3613,0.41,82,clouds,light rain
2023-11-06 10:13:47+03,Butere,0.21982,34.49190,33.07,74,999,13.3,19810,0.89,27,thunderstorms,cloudy
2023-12-07 11:35:53+03,Kilifi,-3.51065,39.90933,18.13,78,1035,2.75,13102,0.05,72,thunderstorms,light rain
2023-11-11 15:32:52+03,Busia,0.46077,34.11146,23.41,62,871,8.19,2142,0.76,91,rain,snowy
2023-12-04 04:53:18+03,Busia,0.46077,34.11146,26.55,15,872,2.67,1053,0.88,21,drizzle,partly cloudy
2024-01-02 12:02:59+03,Chepareria,1.30811,35.20660,28.09,40,1060,1.23,18601,0.01,50,drizzle,heavy snow
2024-01-01 15:48:03+03,Migori,-1.07070,34.47527,31.02,81,930,0.37,6804,0.99,26,clouds,thunderstorms with light rains
2023-11-02 15:17:58+03,Nakuru,-0.30310,36.08003,27.97,100,981,17.06,11340,0.7,40,rain,sunny
2024-01-23 19:48:01+03,Litein,-0.58262,35.19012,35.53,89,1079,9.21,8038,0.28,40,clear,foggy
2024-01-01 18:09:27+03,Marsabit,2.33550,37.99435,25.45,85,1040,6.15,18889,0.15,72,snow,sunny
2023-12-26 23:12:03+03,Mandera,3.93564,41.85512,39.78,24,1005,18.02,8756,0.68,8,thunderstorms,thunderstorms
2023-12-31 23:44:43+03,Kapenguria,1.24819,35.11037,39.58,26,1006,2.32,9060,0.63,51,drizzle,thunderstorms
2024-01-09 01:09:59+03,Siaya,-0.09982,34.27470,39.54,99,897,16.1,3492,0.96,71,clouds,thunderstorms
2023-11-14 05:32:54+03,Busia,0.46077,34.11146,38.45,31,1048,17.06,10140,0.46,82,thunderstorms,heavy snow
2023-12-30 15:12:21+03,Kipini,-2.52656,40.52925,17.21,42,1034,15.16,8523,0.38,76,rain,moderate rain
2024-01-21 10:53:49+03,Mombasa,-4.04348,39.66821,39.19,63,1063,14.41,10278,0.6,71,clouds,moderate rain
2023-11-05 14:32:05+03,Mombasa,-4.04348,39.66821,29.75,3,995,17.7,12619,0.74,67,drizzle,cloudy
2023-12-07 01:15:43+03,Muhoroni,-0.15661,35.19836,39.76,3,925,2.68,10360,0.7,75,thunderstorms,heavy snow
2023-11-12 18:36:50+03,Thika,-1.03876,37.08338,20.47,32,1005,19.17,696,0.28,22,thunderstorms,light rain
2023-12-18 02:08:38+03,Kiambu,-1.17481,36.83041,27.41,87,953,10.07,3606,0.98,42,clouds,hazy
2023-11-21 00:54:51+03,Pumwani,-1.28166,36.84588,20.7,49,873,6.78,5269,0.43,66,clouds,sunny
2024-01-09 03:03:43+03,Konza,-1.77758,37.10977,39.98,29,894,17.85,12116,0.11,66,rain,snowy
2023-12-11 07:24:52+03,Kipini,-2.52656,40.52925,28.26,33,995,19.3,14681,0.32,39,rain,thunderstorms with light rains
2024-01-17 16:27:21+03,Kericho,-0.36890,35.28629,15.07,40,1023,0.22,9573,0.84,83,clear,moderate rain
2024-01-17 20:36:44+03,Naivasha,-0.71718,36.43103,39.92,22,980,8.88,8088,0.98,53,clear,foggy
2023-12-30 19:47:03+03,Butere,0.21982,34.49190,35.58,2,882,9.59,8923,0.24,46,clear,hazy
2023-11-05 11:44:01+03,Rongai,-1.39386,36.74424,10.74,30,970,6.81,19635,0.82,64,clouds,snowy
2023-11-11 05:17:26+03,Butere,0.21982,34.49190,39.58,77,1000,19.25,4649,0.34,54,drizzle,hazy
2023-11-20 13:10:19+03,Kihancha,-1.19398,34.61650,20.04,91,1026,16.45,9763,0.44,94,rain,snowy
2023-11-12 11:21:38+03,Bungoma,0.56953,34.55838,26.63,40,961,15.83,18156,0.24,44,thunderstorms,thunderstorms with light rains
2024-01-21 17:22:54+03,Nyahururu,0.03516,36.36429,35.68,69,909,0.59,19931,0.29,79,thunderstorms,windy
2023-12-30 04:05:04+03,Bungoma,0.56953,34.55838,28.29,59,874,1.4,16482,0.38,49,clouds,sunny
2023-12-31 04:40:35+03,Isiolo,0.35564,37.58331,38.31,12,954,12.21,11561,0.35,97,clear,windy
2023-11-02 03:36:23+03,Lodwar,3.11552,35.60408,19.11,82,963,19.53,16716,0.97,38,clear,foggy
2024-01-10 08:11:13+03,Nyahururu,0.03516,36.36429,27.51,32,933,7.55,19778,0.26,63,clouds,thunderstorms with light rains
2023-11-14 12:01:32+03,Isiolo,0.35564,37.58331,13.2,50,1053,15.6,772,0.87,32,rain,sunny
2023-12-08 03:45:22+03,Kitui,-1.37508,37.99521,39.42,27,967,8.52,1841,0.47,72,drizzle,sunny
2023-11-21 06:41:51+03,Lugulu,0.39361,34.30528,27.17,63,1001,6.17,1916,0.25,82,clouds,moderate rain
2024-01-21 05:21:35+03,Embu,-0.53884,37.45964,23.84,65,874,10.25,2578,0.89,68,clear,thunderstorms with light rains
2024-01-21 12:26:32+03,Maralal,1.09314,36.70183,25.6,92,1073,16.18,14869,0.96,4,drizzle,moderate rain
2024-01-17 13:18:58+03,Kakamega,0.28273,34.75186,37.5,43,921,18.37,16483,0.68,8,thunderstorms,hazy
2023-12-14 23:39:06+03,Mumias,0.33322,34.48774,38.58,1,1069,12.23,1246,0.55,13,thunderstorms,windy
2023-12-15 23:33:05+03,Keruguya,-0.49933,37.27848,33.73,15,912,0.69,14052,0.33,57,rain,partly cloudy
2023-12-10 17:49:06+03,Marsabit,2.33550,37.99435,17.11,67,1068,10.66,20000,0.84,91,clouds,heavy snow
2024-01-13 08:53:12+03,Kisumu,-0.09170,34.76796,27.41,19,895,14.44,9609,0.5,77,rain,light rain
2024-01-28 20:46:39+03,Kabarnet,0.49011,35.74342,35.4,57,925,9.92,7188,0.16,34,thunderstorms,light rain
2023-12-29 19:41:22+03,Kinango,-4.13934,39.31803,14.25,90,871,15.96,3903,0.46,62,clouds,light rain
2023-11-23 20:19:20+03,Isiolo,0.35564,37.58331,14.33,76,1078,14.59,4207,0.53,4,clouds,thunderstorms
2024-01-24 17:44:34+03,Malindi,-3.21919,40.11689,28.87,60,1035,4.4,3521,0.15,99,thunderstorms,heavy snow
2024-01-28 10:03:42+03,Siaya,-0.09982,34.27470,32.57,75,1006,11.31,8324,0.08,97,drizzle,cloudy
2023-11-13 04:56:08+03,Nakuru,-0.30310,36.08003,22.76,90,874,2.23,11107,0.6,57,rain,cloudy
2023-12-21 12:29:35+03,Nairobi,-1.29207,36.82195,17.03,75,915,2.05,1895,0.26,71,thunderstorms,hazy
2023-12-18 00:31:52+03,Kipini,-2.52656,40.52925,34.7,23,949,2.09,14138,0.2,12,drizzle,heavy snow
2023-11-21 01:13:31+03,Kiambu,-1.17481,36.83041,30.64,44,1078,11.97,7811,0.7,82,drizzle,thunderstorms with light rains
2023-12-15 01:15:04+03,Machakos,-1.51768,37.26341,19.35,16,963,9.48,7637,0.2,10,clouds,heavy snow
2024-01-07 05:17:21+03,Kapenguria,1.24819,35.11037,27.62,14,924,12.46,16497,0.85,100,snow,cloudy
2024-01-04 10:37:30+03,Molo,-0.24884,35.73237,26.07,57,1007,19.67,4507,0.57,16,thunderstorms,snowy
2024-01-14 01:14:14+03,Mumias,0.33322,34.48774,12.14,83,1051,3.41,1362,0.86,40,clear,heavy snow
2024-01-23 07:33:19+03,Eldoret,0.51428,35.26978,18.58,58,1075,18.95,18008,0.05,65,snow,foggy
2024-01-03 16:13:17+03,Kapsabet,0.20296,35.09784,26.15,61,1079,5.97,12352,0.01,79,drizzle,foggy
2023-11-24 14:25:01+03,Kakamega,0.28273,34.75186,18.87,12,930,3.92,13460,0.07,94,snow,sunny
2024-01-08 14:45:16+03,Molo,-0.24884,35.73237,13.94,23,890,17.62,16943,0.21,25,snow,thunderstorms
2024-01-16 16:25:02+03,Nanyuki,0.00744,37.07223,11.25,47,992,3.05,18371,0.21,11,clear,cloudy
2023-11-09 13:10:54+03,Molo,-0.24884,35.73237,34.8,58,1036,8.47,17699,0.08,9,rain,cloudy
2023-11-18 11:10:08+03,Homa Bay,-0.53504,34.45310,36.62,16,988,13.39,5848,0.99,4,rain,sunny
2023-11-14 23:02:06+03,Garissa,-0.45323,39.64610,24.42,48,1022,6.65,5389,0.02,47,snow,thunderstorms with light rains
2023-12-21 04:46:36+03,Makueni,-1.78650,37.63111,34,18,985,12.35,7079,0.58,67,snow,light rain
2024-01-26 18:55:05+03,Keroka,-0.77711,34.94584,35,30,887,11.75,5597,0.38,33,drizzle,light rain
2023-11-14 18:12:32+03,Eldama Ravine,0.05304,35.72977,34.9,46,881,3.22,10887,0.09,35,clouds,thunderstorms with light rains
2023-12-16 14:15:03+03,Lodwar,3.11552,35.60408,34.54,88,1023,10.75,984,0.75,1,clouds,moderate rain
2023-11-14 22:27:34+03,Keruguya,-0.49933,37.27848,20.59,17,872,5.52,13124,0.32,24,snow,thunderstorms
2023-12-28 03:14:51+03,Kihancha,-1.19398,34.61650,32.66,61,874,9.44,3372,0.64,50,drizzle,light rain
2023-11-12 14:41:43+03,Machakos,-1.51768,37.26341,11.81,39,1008,0.62,13615,0.47,97,clouds,foggy
2024-01-05 02:18:41+03,Wajir,1.74884,40.05863,22.76,79,987,6.48,4527,0.45,3,snow,sunny
2023-12-05 22:57:31+03,Konza,-1.77758,37.10977,29.29,18,997,4.81,15190,0.32,95,clear,moderate rain
2023-11-24 15:28:40+03,Kisumu,-0.09170,34.76796,35.39,72,872,1.58,7301,0.74,40,thunderstorms,thunderstorms with light rains
2023-11-16 14:07:28+03,Pumwani,-1.28166,36.84588,11.68,25,946,7.69,16840,0.78,85,drizzle,thunderstorms with light rains
2024-01-05 17:03:53+03,Kisii,-0.67733,34.77960,33.76,65,996,2.14,3361,0.32,68,clear,moderate rain
2024-01-10 13:14:19+03,Kabarnet,0.49011,35.74342,21.68,49,976,16.51,17744,0.9,68,rain,moderate rain
2023-12-20 06:41:00+03,Kilifi,-3.51065,39.90933,21.39,77,974,11.46,12299,0.7,32,thunderstorms,light rain
2023-12-23 21:08:16+03,Migori,-1.07070,34.47527,20.09,19,984,9.17,11530,0.88,51,drizzle,stormy
2023-12-02 06:37:45+03,Kilifi,-3.51065,39.90933,31.76,28,990,12.04,11246,0.53,78,drizzle,windy
2023-11-24 22:56:43+03,Makueni,-1.78650,37.63111,18.52,52,977,1.68,11503,0.15,60,drizzle,moderate rain
2024-01-16 05:20:41+03,Bungoma,0.56953,34.55838,19.3,18,1005,9.22,18730,0.65,98,clear,moderate rain
2023-12-25 07:10:06+03,Homa Bay,-0.53504,34.45310,35.49,75,954,0.75,1088,0.8,95,clouds,snowy
2023-11-17 21:17:09+03,Mombasa,-4.04348,39.66821,20.74,4,897,7.62,10152,0.83,44,thunderstorms,moderate rain
2024-01-13 15:06:22+03,Muhoroni,-0.15661,35.19836,24.01,2,986,2.99,3593,0.25,87,clear,cloudy
2023-12-24 08:15:46+03,Kiambu,-1.17481,36.83041,24.98,90,1021,0.75,7582,0.9,71,drizzle,hazy
2023-11-30 11:11:03+03,Kiambu,-1.17481,36.83041,31.76,14,886,1.09,15335,0.68,69,rain,stormy
2024-01-07 06:12:59+03,Athi River,-1.45772,36.97850,11.8,74,1039,9.76,12373,0.64,20,drizzle,light rain
2023-12-25 01:36:57+03,Siaya,-0.09982,34.27470,31.09,4,932,10.6,3560,0.2,99,clear,foggy
2023-12-31 20:15:05+03,Mumias,0.33322,34.48774,34.77,84,1034,14.54,3618,0.77,53,clouds,moderate rain
2024-01-11 16:20:14+03,Moyale,3.53998,39.05284,17.11,68,941,2.84,1349,0.19,52,snow,sunny
2023-11-16 06:26:54+03,Maralal,1.09314,36.70183,33.81,17,1036,8.11,6555,0.01,72,clouds,thunderstorms
2023-11-23 11:14:32+03,Moyale,3.53998,39.05284,30.42,77,1011,7.76,8030,0.29,66,thunderstorms,snowy
2023-11-30 06:14:39+03,Kisii,-0.67733,34.77960,28.8,57,1076,10.84,13339,0.68,45,snow,thunderstorms
2023-11-21 04:57:09+03,Lodwar,3.11552,35.60408,28.23,9,917,2.97,18447,0.31,39,snow,heavy snow
2023-11-07 02:46:30+03,Keruguya,-0.49933,37.27848,27.88,76,898,2.52,5005,0.26,10,thunderstorms,snowy
2023-12-18 06:44:12+03,Malikisi,0.68124,34.42121,28.47,21,957,12.54,6113,0.7,48,clear,hazy
2024-01-22 18:53:20+03,Nakuru,-0.30310,36.08003,35.05,57,962,9.13,13388,0.19,82,drizzle,heavy snow
2023-11-25 09:11:13+03,Narok,-1.08754,35.87706,35.3,29,928,0.9,13077,0.15,62,thunderstorms,thunderstorms
2024-01-22 08:36:48+03,Kiambu,-1.17481,36.83041,34.17,3,883,17.19,1977,0.53,36,drizzle,thunderstorms with light rains
2024-01-08 15:53:25+03,Lamu,-2.26956,40.90064,22.81,56,921,14.92,213,0.87,82,clouds,hazy
2024-01-20 08:15:12+03,Kapenguria,1.24819,35.11037,38.01,31,1052,18.5,18989,0.48,77,thunderstorms,windy
2023-12-10 19:11:34+03,Kabarnet,0.49011,35.74342,27.19,60,1015,14.55,4205,0.32,36,drizzle,stormy
2023-11-17 22:28:41+03,Kabarnet,0.49011,35.74342,14.26,65,899,6.83,12248,0.56,34,snow,windy
2023-12-12 17:56:13+03,Malaba,0.63621,34.27828,14.55,45,934,13.41,3544,0.47,38,thunderstorms,cloudy
2023-12-11 04:28:57+03,Maralal,1.09314,36.70183,15.26,9,1018,1.12,11365,0.73,6,clear,thunderstorms with light rains
2023-11-14 00:47:16+03,Molo,-0.24884,35.73237,36.8,24,909,2.18,6414,0.7,31,drizzle,moderate rain
2023-11-04 09:30:19+03,Isiolo,0.35564,37.58331,14.19,5,882,7.03,7939,0.65,30,drizzle,light rain
2024-01-13 05:02:21+03,Kiambu,-1.17481,36.83041,23.48,27,1061,19.67,19188,0.06,60,snow,partly cloudy
2023-11-15 12:52:38+03,Chepareria,1.30811,35.20660,33.11,76,883,13.6,2646,0.55,75,drizzle,stormy
2023-11-22 16:00:54+03,Muhoroni,-0.15661,35.19836,33.05,21,1044,17.73,6523,0.52,23,clear,partly cloudy
2023-11-22 04:21:19+03,Nanyuki,0.00744,37.07223,12.16,84,1056,10.67,12349,0.54,47,clouds,cloudy
2023-11-17 13:47:47+03,Londiani,-0.16347,35.59314,35.21,99,939,19.15,17089,0.2,58,thunderstorms,thunderstorms with light rains
2023-11-25 03:32:38+03,Pumwani,-1.28166,36.84588,34.87,95,1028,11.6,16987,0.59,77,snow,light rain
2023-11-07 20:44:05+03,Isiolo,0.35564,37.58331,21.41,73,1070,2.73,2330,0.58,23,drizzle,windy
2023-11-30 07:25:08+03,Kericho,-0.36890,35.28629,15.58,11,887,6.13,16427,0.47,99,clear,stormy
2023-11-12 15:46:34+03,Nanyuki,0.00744,37.07223,38.69,52,1073,17.36,16528,0.06,74,clear,heavy snow
2023-11-14 14:40:09+03,Ol Kalou,-0.27270,36.37752,37.32,30,890,17.01,3594,0.38,7,drizzle,snowy
2024-01-26 04:43:36+03,Mumias,0.33322,34.48774,12.56,90,911,12.24,4739,0.88,62,clouds,windy
2024-01-22 10:55:20+03,Kajiado,-2.09808,36.78195,11.5,90,1013,5.49,4265,0.03,55,drizzle,hazy
2024-01-08 23:50:49+03,Keruguya,-0.49933,37.27848,13.69,42,1059,5.24,1234,0.72,76,clouds,cloudy
2023-11-26 09:31:50+03,Kipini,-2.52656,40.52925,22.54,89,1048,6.63,13993,0.64,80,clear,heavy snow
2023-11-25 08:38:48+03,Voi,-3.39731,38.55593,26.86,18,1074,13.34,10290,0.09,34,clear,thunderstorms
2024-01-02 20:00:11+03,Keruguya,-0.49933,37.27848,20.52,39,972,15.61,11409,0.53,3,drizzle,foggy
2024-01-04 22:15:25+03,Homa Bay,-0.53504,34.45310,16.79,42,920,7.08,10264,0.51,53,drizzle,thunderstorms with light rains
2024-01-19 15:22:09+03,Narok,-1.08754,35.87706,39.83,50,967,15.21,14183,0.21,47,clouds,heavy snow
2023-12-21 11:42:58+03,Malaba,0.63621,34.27828,25.5,60,986,4.73,14137,0.47,15,drizzle,sunny
2024-01-13 02:42:34+03,Voi,-3.39731,38.55593,26.92,15,1075,15.52,8241,0.2,30,drizzle,moderate rain
2023-11-12 13:16:52+03,Lugulu,0.39361,34.30528,34.57,14,990,8.28,16589,0.39,100,thunderstorms,light rain
2024-01-08 21:57:16+03,Bungoma,0.56953,34.55838,18.74,13,965,6.81,12423,0.35,31,thunderstorms,cloudy
2024-01-25 03:15:31+03,Webuye,0.59921,34.77960,35.37,64,941,0.75,5595,0.7,75,thunderstorms,partly cloudy
2024-01-30 21:14:03+03,Eldoret,0.51428,35.26978,36.76,23,1055,11.75,15727,0.14,50,drizzle,thunderstorms
2024-01-23 06:37:15+03,Keroka,-0.77711,34.94584,38.15,95,1055,1.97,3452,0.28,21,snow,windy
2024-01-10 10:14:46+03,Busia,0.46077,34.11146,22.84,72,961,8.02,12291,0.16,100,snow,thunderstorms with light rains
2023-12-15 00:24:34+03,Embu,-0.53884,37.45964,29.07,12,997,8.15,4997,0.82,58,drizzle,snowy
2023-12-25 23:14:38+03,Migori,-1.07070,34.47527,33.36,87,1012,7.37,3848,0.83,68,rain,sunny
2024-01-19 01:21:22+03,Kajiado,-2.09808,36.78195,15.29,25,972,15.02,18597,0.53,68,snow,hazy
2023-11-18 07:44:46+03,Muhoroni,-0.15661,35.19836,16.14,50,1050,12.2,15995,0.1,7,rain,cloudy
2023-11-15 12:05:47+03,Garissa,-0.45323,39.64610,19.92,24,917,11.33,13456,0.96,69,drizzle,partly cloudy
2024-01-23 00:29:21+03,Homa Bay,-0.53504,34.45310,17.56,68,982,4.97,19985,0.31,86,thunderstorms,hazy
2023-12-29 00:37:03+03,Thika,-1.03876,37.08338,28.51,88,1041,11.04,17471,0.77,66,rain,thunderstorms with light rains
2023-12-23 04:33:55+03,Muhoroni,-0.15661,35.19836,19.33,85,1061,19.32,854,0.58,89,thunderstorms,thunderstorms
2023-11-30 21:11:11+03,Molo,-0.24884,35.73237,15.03,17,1080,8.41,15027,0.97,29,snow,thunderstorms
2023-12-22 15:33:37+03,Keruguya,-0.49933,37.27848,25.47,81,973,17.7,5428,0.18,79,rain,partly cloudy
2023-11-09 22:45:17+03,Malaba,0.63621,34.27828,21.98,95,897,3,12989,0.84,10,rain,heavy snow
2023-12-20 13:27:22+03,Eldoret,0.51428,35.26978,28.49,56,992,1.66,6476,0.4,100,rain,thunderstorms
2023-11-12 15:33:51+03,Siaya,-0.09982,34.27470,24.81,3,1029,0.02,14465,0.87,4,snow,heavy snow
2023-11-26 20:22:47+03,Kiambu,-1.17481,36.83041,18.59,53,986,7.57,3597,0.86,6,rain,foggy
2023-12-15 21:20:07+03,Kericho,-0.36890,35.28629,22.92,26,1010,17.61,10737,0.72,48,clouds,light rain
2023-11-02 01:15:33+03,Busia,0.46077,34.11146,33.96,29,1028,17.65,15985,0.56,93,snow,cloudy
2023-11-13 22:13:38+03,Moyale,3.53998,39.05284,17.35,52,982,4.32,11878,0.73,12,drizzle,hazy
2023-12-27 23:38:18+03,Lodwar,3.11552,35.60408,28.99,83,971,9.62,8265,0.72,21,thunderstorms,thunderstorms with light rains
2023-11-04 00:41:12+03,Karuri,-0.71344,37.03735,32.48,31,1068,11.29,6884,0.12,12,clear,heavy snow
2024-01-23 08:29:23+03,Kinango,-4.13934,39.31803,14.95,18,1041,15.4,12755,0.42,75,rain,foggy
2023-12-10 02:42:48+03,Kericho,-0.36890,35.28629,36.67,47,1054,2.61,2185,0.84,47,rain,moderate rain
2023-11-06 12:05:22+03,Ol Kalou,-0.27270,36.37752,32.56,15,1060,19.3,12807,0.65,86,snow,partly cloudy
2023-12-11 02:14:23+03,Kilifi,-3.51065,39.90933,21.81,62,1020,3.53,13562,0.85,85,rain,heavy snow
2024-01-24 19:03:55+03,Lodwar,3.11552,35.60408,36.03,95,934,5.72,2479,0.4,90,thunderstorms,hazy
2024-01-17 08:59:34+03,Kinango,-4.13934,39.31803,34.6,18,984,13.13,19012,0.51,21,clear,partly cloudy
2023-12-24 04:23:24+03,Lugulu,0.39361,34.30528,23.43,46,924,5.92,2126,0.34,30,snow,stormy
2023-12-16 23:54:10+03,Kabarnet,0.49011,35.74342,35.82,88,1082,14.18,6876,0.59,80,snow,light rain
2023-12-14 19:42:30+03,Kiambu,-1.17481,36.83041,36.62,74,1083,5.56,3444,0.91,14,thunderstorms,snowy
2023-12-05 12:43:39+03,Kihancha,-1.19398,34.61650,26.12,95,1006,16.9,13931,0.54,88,clear,stormy
2023-11-29 20:28:48+03,Mombasa,-4.04348,39.66821,26.28,78,970,12.82,16496,0.05,63,drizzle,thunderstorms
2023-12-21 07:24:50+03,Kitale,1.01909,35.00230,38.22,27,935,5.12,19628,0.21,69,clear,cloudy
2023-12-08 01:05:29+03,Muhoroni,-0.15661,35.19836,35.66,89,1007,6.7,5538,0.22,18,thunderstorms,windy
2023-11-19 00:13:45+03,Mandera,3.93564,41.85512,15.79,26,900,10.49,11402,0.42,54,clear,foggy
2023-12-23 01:47:49+03,Rongai,-1.39386,36.74424,29.22,4,972,3.16,9571,0.54,36,thunderstorms,windy
2023-11-06 02:56:13+03,Voi,-3.39731,38.55593,39.74,8,928,9.45,1074,0.49,53,snow,heavy snow
2024-01-03 18:22:49+03,Lamu,-2.26956,40.90064,23.06,8,978,3.99,3949,0.56,34,drizzle,cloudy
2024-01-30 21:05:05+03,Bungoma,0.56953,34.55838,28.23,31,1058,1.63,3596,0.1,46,drizzle,thunderstorms with light rains
2024-01-17 03:03:12+03,Chepareria,1.30811,35.20660,30.33,70,1030,5.81,8748,0.18,31,clouds,sunny
2023-11-01 19:06:28+03,Mombasa,-4.04348,39.66821,11.91,16,1081,13.8,3139,0.18,73,drizzle,foggy
2023-11-08 13:44:30+03,Muhoroni,-0.15661,35.19836,16.29,96,915,12.82,7685,0.72,6,drizzle,windy
